DRG Definition	Provider Id	Provider Name	Provider Street Address	Provider City	Provider State	Provider Zip Code	Hospital Referral Region Description	 Total Discharges 	 Average Covered Charges    Average Total Payments 	Average Medicare Payments
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360145	EMH REGIONAL MEDICAL CENTER	630 EAST RIVER STREET	ELYRIA	OH	44035	OH - Elyria	35	$17,499.65 	$6,389.08 	$5,069.31 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360147	MARIETTA MEMORIAL HOSPITAL	401 MATTHEW STREET	MARIETTA	OH	45750	OH - Columbus	34	$19,403.11 	$6,077.97 	$5,001.14 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360150	SUMMA WESTERN RESERVE HOSPITAL	1900 23RD STREET	CUYAHOGA FALLS	OH	44223	OH - Akron	15	$27,161.06 	$6,436.20 	$5,465.80 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360151	AFFINITY MEDICAL CENTER	875 EIGHTH STREET NE	MASSILLON	OH	44646	OH - Canton	18	$20,808.72 	$6,469.44 	$5,597.88 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360152	DOCTORS HOSPITAL	5100 WEST  BROAD STREET	COLUMBUS	OH	43228	OH - Columbus	14	$35,606.35 	$10,409.35 	$9,369.64 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360155	SOUTHWEST GENERAL HEALTH CENTER	18697 BAGLEY ROAD	MIDDLEBURG HEIG	OH	44130	OH - Cleveland	47	$28,192.46 	$6,171.40 	$4,717.68 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360159	ADENA REGIONAL MEDICAL CENTER	272 HOSPITAL ROAD	CHILLICOTHE	OH	45601	OH - Columbus	36	$17,512.91 	$7,261.80 	$6,093.80 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360161	ST JOSEPH HEALTH CENTER	667 EASTLAND AVE SE	WARREN	OH	44481	OH - Youngstown	18	$24,158.16 	$6,774.88 	$6,086.66 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360163	CHRIST HOSPITAL	2139 AUBURN AVENUE	CINCINNATI	OH	45219	OH - Cincinnati	50	$21,179.96 	$7,465.34 	$6,558.44 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360170	BERGER HOSPITAL	600 NORTH PICKAWAY STREET	CIRCLEVILLE	OH	43113	OH - Columbus	15	$16,413.00 	$6,919.46 	$6,171.20 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360172	MERCY REGIONAL MEDICAL CENTER	3700 KOLBE ROAD	LORAIN	OH	44053	OH - Elyria	48	$22,829.79 	$6,518.02 	$5,559.77 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360174	UPPER VALLEY MEDICAL CENTER	3130 NORTH COUNTY ROAD 25A	TROY	OH	45373	OH - Dayton	31	$27,400.00 	$6,130.45 	$5,221.67 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360175	CLINTON MEMORIAL HOSPITAL	610 WEST MAIN STREET	WILMINGTON	OH	45177	OH - Cincinnati	15	$8,643.20 	$6,571.40 	$5,676.46 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360179	BETHESDA NORTH HOSPITAL	10500 MONTGOMERY ROAD	CINCINNATI	OH	45242	OH - Cincinnati	62	$22,870.85 	$6,664.30 	$5,697.04 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360180	CLEVELAND CLINIC	9500 EUCLID AVENUE	CLEVELAND	OH	44195	OH - Cleveland	98	$49,012.82 	$9,246.19 	$7,564.85 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360192	UH GEAUGA MEDICAL CENTER	13207 RAVENNA RD	CHARDON	OH	44024	OH - Cleveland	22	$25,497.45 	$5,976.68 	$5,159.22 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360210	GRADY MEMORIAL HOSPITAL	561 WEST CENTRAL AVENUE	DELAWARE	OH	43015	OH - Columbus	14	$20,387.71 	$7,876.71 	$6,317.14 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360211	TRINITY MEDICAL CTR EAST&TRINITY MEDICAL CTR WEST	380 SUMMIT AVENUE	STEUBENVILLE	OH	43952	PA - Pittsburgh	47	$13,748.25 	$6,208.91 	$5,329.23 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360212	LAKEWOOD HOSPITAL	14519 DETROIT AVENUE	LAKEWOOD	OH	44107	OH - Cleveland	29	$31,560.96 	$6,249.44 	$5,588.06 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360218	LICKING MEMORIAL HOSPITAL	1320 WEST MAIN STREET	NEWARK	OH	43055	OH - Columbus	30	$12,327.33 	$7,299.60 	$5,531.06 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360230	HILLCREST HOSPITAL	6780 MAYFIELD ROAD	MAYFIELD HEIGHT	OH	44124	OH - Cleveland	76	$29,471.75 	$6,319.46 	$5,025.31 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360234	MERCY FRANCISCAN HOSPITAL - MT AIRY	2446 KIPLING AVENUE	CINCINNATI	OH	45239	OH - Cincinnati	21	$15,773.66 	$6,718.09 	$6,023.42 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360236	MERCY HOSPITAL CLERMONT	3000 HOSPITAL DRIVE	BATAVIA	OH	45103	OH - Cincinnati	11	$17,037.63 	$7,146.63 	$5,098.45 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360239	KETTERING MEDICAL CENTER - SYCAMORE	4000 MIAMISBURG-CENTERVILLE ROAD	MIAMISBURG	OH	45342	OH - Kettering	19	$21,658.26 	$6,209.10 	$5,381.73 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360262	MERCY ST ANNE HOSPITAL	3404 SYLVANIA AVENUE	TOLEDO	OH	43623	OH - Toledo	14	$36,628.57 	$6,335.21 	$5,531.21 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360270	MERCY HOSPITAL OF DEFIANCE	1404 EAST SECOND STREET	DEFIANCE	OH	43512	IN - Fort Wayne	11	$13,583.00 	$6,137.27 	$5,016.90 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360276	ST ELIZABETH BOARDMAN HEALTH CENTER	8401 MARKET STREET	BOARDMAN	OH	44512	OH - Youngstown	27	$18,220.33 	$5,722.85 	$4,724.92 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360354	WEST CHESTER MEDICAL CENTER	7700 UNIVERSITY DRIVE	WEST CHESTER	OH	45069	OH - Cincinnati	21	$24,284.47 	$5,955.85 	$4,776.71 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370001	HILLCREST MEDICAL CENTER	1120 SOUTH UTICA AVENUE	TULSA	OK	74104	OK - Tulsa	50	$27,735.32 	$8,710.72 	$7,520.14 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370004	INTEGRIS BAPTIST REG HEALTH CENTER	200 SECOND AVENUE SOUTHWEST, BOX 1207	MIAMI	OK	74355	MO - Joplin	19	$13,723.31 	$6,380.31 	$5,126.89 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370006	PONCA CITY MEDICAL CENTER	1900 NORTH 14TH STREET	PONCA CITY	OK	74601	OK - Oklahoma City	19	$20,057.73 	$6,571.47 	$5,248.84 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370008	NORMAN REGIONAL HEALTH SYSTEM	901 NORTH PORTER	NORMAN	OK	73070	OK - Oklahoma City	95	$31,286.42 	$6,330.26 	$5,465.17 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370013	MERCY HEALTH CENTER, INC	4300 WEST MEMORIAL ROAD	OKLAHOMA CITY	OK	73120	OK - Oklahoma City	92	$20,739.76 	$6,287.44 	$5,278.30 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370014	MEDICAL CENTER OF SOUTHEASTERN OKLAHOMA	1800 UNIVERSITY BOULEVARD	DURANT	OK	74702	TX - Dallas	26	$43,222.53 	$7,328.57 	$6,507.50 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370016	INTEGRIS BASS BAPTIST HEALTH CENTER	600 SOUTH MONROE	ENID	OK	73701	OK - Oklahoma City	11	$40,356.54 	$8,250.81 	$7,333.36 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370018	JANE PHILLIPS MEDICAL CENTER	3500 EAST FRANK PHILLIPS BOULEVARD	BARTLESVILLE	OK	74006	OK - Tulsa	45	$17,525.11 	$6,331.17 	$5,196.33 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370020	VALLEY VIEW REGIONAL HOSPITAL	430 NORTH MONTA VISTA	ADA	OK	74820	OK - Oklahoma City	12	$12,614.25 	$6,327.58 	$5,489.25 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370022	JACKSON COUNTY MEMORIAL HOSPITAL	1200 EAST PECAN ST	ALTUS	OK	73523	OK - Oklahoma City	32	$14,944.46 	$6,694.21 	$5,785.46 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370023	DUNCAN REGIONAL HOSPITAL, INC	1407 WHISENANT DRIVE	DUNCAN	OK	73533	OK - Lawton	28	$16,719.71 	$5,908.92 	$5,186.92 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370025	MUSKOGEE REGIONAL MEDICAL CENTER	300 ROCKEFELLER DRIVE	MUSKOGEE	OK	74401	OK - Tulsa	54	$22,104.09 	$7,066.29 	$5,508.03 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370026	ST MARY'S REGIONAL MEDICAL CENTER	305 SOUTH 5TH STREET	ENID	OK	73701	OK - Oklahoma City	40	$33,424.45 	$5,973.40 	$5,159.90 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370028	INTEGRIS BAPTIST MEDICAL CENTER	3300 NORTHWEST EXPRESSWAY	OKLAHOMA CITY	OK	73112	OK - Oklahoma City	119	$33,202.08 	$7,914.34 	$6,978.48 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370032	DEACONESS HOSPITAL	5501 NORTH PORTLAND AVENUE	OKLAHOMA CITY	OK	73112	OK - Oklahoma City	18	$24,070.72 	$6,331.94 	$4,925.22 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370034	MCALESTER REGIONAL HEALTH CENTER	ONE CLARK BASS BOULEVARD	MCALESTER	OK	74501	OK - Tulsa	21	$22,142.66 	$6,245.00 	$5,390.14 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370037	ST ANTHONY HOSPITAL	1000 NORTH LEE AVENUE	OKLAHOMA CITY	OK	73101	OK - Oklahoma City	55	$22,833.54 	$8,710.01 	$7,872.56 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370039	CLAREMORE REGIONAL HOSPITAL	1202 N MUSKOGEE PLACE	CLAREMORE	OK	74017	OK - Tulsa	14	$15,883.57 	$6,697.92 	$5,822.21 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370047	MERCY MEMORIAL HEALTH CENTER	1011 FOURTEENTH AVENUE, NORTHWEST	ARDMORE	OK	73401	OK - Oklahoma City	42	$20,849.40 	$7,167.35 	$6,036.78 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370049	STILLWATER MEDICAL CENTER	1323 WEST 6TH STREET	STILLWATER	OK	74076	OK - Tulsa	19	$12,277.57 	$6,316.89 	$4,935.31 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370054	GRADY MEMORIAL HOSPITAL	2220 IOWA STREET	CHICKASHA	OK	73018	OK - Oklahoma City	12	$11,275.00 	$7,628.00 	$6,784.33 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370056	COMANCHE COUNTY MEMORIAL HOSPITAL	3401 WEST GORE BOULVARD	LAWTON	OK	73505	OK - Lawton	53	$17,291.52 	$6,577.58 	$5,625.50 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370065	CRAIG GENERAL HOSPITAL	735 NORTH FOREMAN	VINITA	OK	74301	OK - Tulsa	11	$11,530.45 	$6,909.81 	$5,992.36 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370078	OKLAHOMA STATE UNIVERSITY MEDICAL CENTER	744 WEST 9TH STREET	TULSA	OK	74127	OK - Tulsa	17	$23,127.29 	$9,637.29 	$8,649.76 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370089	TAHLEQUAH CITY HOSPITAL	1400 EAST DOWNING STREET	TAHLEQUAH	OK	74465	OK - Tulsa	14	$13,294.50 	$6,290.57 	$5,410.28 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370091	SAINT FRANCIS HOSPITAL, INC	6161 SOUTH YALE	TULSA	OK	74136	OK - Tulsa	129	$21,037.87 	$6,854.62 	$5,845.68 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370093	O U MEDICAL CENTER	1200 EVERETT DRIVE	OKLAHOMA CITY	OK	73117	OK - Oklahoma City	52	$35,024.67 	$9,675.46 	$8,818.65 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370094	MIDWEST REGIONAL MEDICAL CENTER	2825 PARKLAWN DRIVE	MIDWEST CITY	OK	73110	OK - Oklahoma City	31	$37,656.96 	$6,287.90 	$5,065.51 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370097	SOUTHWESTERN MEDICAL CENTER	5602 SOUTHWEST LEE BOULEVARD	LAWTON	OK	73505	OK - Lawton	24	$44,433.70 	$8,105.04 	$7,260.04 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370106	INTEGRIS SOUTHWEST MEDICAL CENTER	4401 SOUTH WESTERN AVENUE	OKLAHOMA CITY	OK	73109	OK - Oklahoma City	111	$29,116.04 	$7,236.32 	$5,841.72 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370113	INTEGRIS GROVE HOSPITAL	1001 EAST 18TH STREET	GROVE	OK	74344	MO - Joplin	26	$16,511.15 	$7,585.03 	$5,624.61 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370114	ST JOHN MEDICAL CENTER, INC	1923 SOUTH UTICA AVENUE	TULSA	OK	74104	OK - Tulsa	200	$23,536.75 	$6,811.26 	$5,585.83 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370149	UNITY HEALTH CENTER	1102 W MACARTHUR	SHAWNEE	OK	74804	OK - Oklahoma City	20	$12,739.30 	$6,478.30 	$5,469.10 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	370202	SOUTHCREST HOSPITAL	8801 SOUTH 101ST EAST AVENUE	TULSA	OK	74133	OK - Tulsa	11	$34,710.09 	$7,235.72 	$5,734.36 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	380002	THREE RIVERS COMMUNITY HOSPITAL	500 SW RAMSEY AVENUE	GRANTS PASS	OR	97527	OR - Medford	37	$19,875.51 	$6,631.62 	$5,718.97 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	380004	PROVIDENCE ST VINCENT MEDICAL CENTER	9205 SW BARNES ROAD	PORTLAND	OR	97225	OR - Portland	59	$18,697.84 	$7,682.54 	$6,729.72 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	380007	LEGACY EMANUEL MEDICAL CENTER	2801 N GANTENBEIN AVENUE	PORTLAND	OR	97227	OR - Portland	22	$36,415.00 	$10,477.68 	$9,611.68 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	380009	OHSU HOSPITAL AND CLINICS	3181 SW SAM JACKSON PARK ROAD	PORTLAND	OR	97223	OR - Portland	48	$34,027.89 	$12,896.47 	$10,724.75 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	380014	GOOD SAMARITAN REGIONAL MEDICAL CENTER	3600 NW SAMARITAN DRIVE	CORVALLIS	OR	97330	OR - Eugene	31	$20,191.29 	$7,201.51 	$6,259.32 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	380017	LEGACY GOOD SAMARITAN MEDICAL CENTER	1015 NW 22ND AVENUE, W121	PORTLAND	OR	97210	OR - Portland	24	$23,039.08 	$9,309.45 	$7,918.37 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	380018	ROGUE VALLEY MEDICAL CENTER	2825 E BARNETT ROAD	MEDFORD	OR	97504	OR - Medford	56	$19,750.75 	$7,277.16 	$5,610.46 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	380020	MCKENZIE-WILLAMETTE MEDICAL CENTER	1460 G STREET	SPRINGFIELD	OR	97477	OR - Eugene	14	$19,587.21 	$7,135.14 	$6,010.00 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	380021	TUALITY COMMUNITY HOSPITAL	335 SE 8TH AVENUE	HILLSBORO	OR	97123	OR - Portland	17	$24,510.64 	$7,588.29 	$6,859.58 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	380022	SAMARITAN ALBANY GENERAL HOSPITAL	1046 6TH AVENUE SW	ALBANY	OR	97321	OR - Eugene	17	$14,371.64 	$6,892.23 	$5,961.88 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	380025	LEGACY MOUNT HOOD MEDICAL CENTER	24800 SE STARK STREET	GRESHAM	OR	97030	OR - Portland	17	$25,494.64 	$7,818.00 	$6,824.82 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	380040	ST CHARLES MEDICAL CENTER - REDMOND	1253 N CANAL BLVD	REDMOND	OR	97756	OR - Bend	12	$16,233.08 	$10,462.16 	$9,521.50 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	380047	ST CHARLES MEDICAL CENTER - BEND	2500 NE NEFF ROAD	BEND	OR	97701	OR - Bend	53	$22,879.15 	$7,406.03 	$6,365.49 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	380050	SKY LAKES MEDICAL CENTER	2865 DAGGETT AVENUE	KLAMATH FALLS	OR	97601	OR - Medford	21	$25,477.57 	$9,216.47 	$8,569.61 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	380051	SALEM HOSPITAL	890 OAK STREET, SE	SALEM	OR	97301	OR - Salem	60	$18,358.10 	$7,412.53 	$6,391.98 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	380052	ST ALPHONSUS MEDICAL CENTER - ONTARIO, INC	351 SW 9TH STREET	ONTARIO	OR	97914	ID - Boise	25	$16,056.76 	$7,551.00 	$6,650.52 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	380060	ADVENTIST MEDICAL CENTER	10123 SE MARKET STREET	PORTLAND	OR	97216	OR - Portland	24	$16,126.79 	$6,953.75 	$5,856.75 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	380061	PROVIDENCE PORTLAND MEDICAL CENTER	4805 NE GLISAN STREET	PORTLAND	OR	97213	OR - Portland	43	$18,432.44 	$8,209.39 	$6,539.02 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	380071	WILLAMETTE VALLEY MEDICAL CENTER	2700 SE STRATUS AVE.	MCMINNVILLE	OR	97128	OR - Portland	14	$24,900.14 	$7,248.50 	$6,453.64 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	380075	PROVIDENCE MEDFORD MEDICAL CENTER	1111 CRATER LAKE AVENUE	MEDFORD	OR	97504	OR - Medford	27	$20,655.29 	$6,783.70 	$5,779.85 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	380089	LEGACY MERIDIAN PARK MEDICAL CENTER	19300 SW 65TH AVENUE	TUALATIN	OR	97062	OR - Portland	38	$22,425.89 	$7,490.76 	$5,711.42 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	380090	BAY AREA HOSPITAL	1775 THOMPSON ROAD	COOS BAY	OR	97420	OR - Eugene	30	$21,610.46 	$9,932.06 	$8,945.53 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	380091	KAISER SUNNYSIDE MEDICAL CENTER	10180 SE SUNNYSIDE ROAD	CLACKAMAS	OR	97015	OR - Portland	14	$8,639.35 	$8,229.42 	$7,340.00 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	380102	SACRED HEART MEDICAL CENTER - RIVERBEND	3333 RIVERBEND DRIVE	SPRINGFIELD	OR	97477	OR - Eugene	93	$19,242.11 	$8,211.63 	$7,037.24 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	390001	COMMUNITY MEDICAL CENTER	1822 MULBERRY STREET	SCRANTON	PA	18510	PA - Scranton	52	$23,509.23 	$6,532.34 	$5,558.26 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	390002	UPMC MCKEESPORT	1500 FIFTH AVENUE	MC KEESPORT	PA	15132	PA - Pittsburgh	18	$20,068.05 	$8,047.77 	$6,660.22 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	390004	HOLY SPIRIT HOSPITAL	503 NORTH 21ST STREET	CAMP HILL	PA	17011	PA - Harrisburg	58	$27,606.39 	$5,845.22 	$4,990.87 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	390006	GEISINGER MEDICAL CENTER	100 NORTH ACADEMY AVENUE	DANVILLE	PA	17822	PA - Danville	92	$38,445.96 	$10,440.80 	$9,235.23 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	390009	SAINT VINCENT HEALTH CENTER	232 WEST 25TH STREET	ERIE	PA	16544	PA - Erie	57	$38,453.43 	$7,381.98 	$6,475.17 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	390012	LANSDALE HOSPITAL	100 MEDICAL CAMPUS DRIVE	LANSDALE	PA	19446	PA - Philadelphia	23	$39,253.78 	$6,557.65 	$5,689.60 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	390013	EVANGELICAL COMMUNITY HOSPITAL	ONE HOSPITAL DRIVE	LEWISBURG	PA	17837	PA - Danville	46	$12,566.19 	$5,773.21 	$4,611.82 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	390016	JAMESON MEMORIAL HOSPITAL	1211 WILMINGTON AVENUE	NEW CASTLE	PA	16105	OH - Youngstown	13	$10,431.46 	$6,434.38 	$5,832.23 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	390019	PALMERTON HOSPITAL	135 LAFAYETTE AVENUE	PALMERTON	PA	18071	PA - Allentown	13	$14,960.61 	$6,017.38 	$5,330.61 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	390026	CHESTNUT HILL HOSPITAL	8835 GERMANTOWN AVE	PHILADELPHIA	PA	19118	PA - Philadelphia	21	$60,653.47 	$7,332.90 	$6,275.52 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	390027	TEMPLE UNIVERSITY HOSPITAL	3401 NORTH BROAD STREET	PHILADELPHIA	PA	19140	PA - Philadelphia	33	$112,888.30 	$13,905.84 	$12,481.36 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	390028	UPMC MERCY	1400 LOCUST STREET	PITTSBURGH	PA	15219	PA - Pittsburgh	41	$29,913.85 	$9,790.34 	$8,443.87 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	390030	SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET	420 SOUTH JACKSON STREET	POTTSVILLE	PA	17901	PA - Reading	25	$18,336.80 	$7,122.00 	$6,176.24 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	390031	SCHUYLKILL MEDICAL CENTER - EAST NORWEGIAN STREET	700 EAST NORWEGIAN STREET	POTTSVILLE	PA	17901	PA - Reading	33	$14,485.48 	$6,259.00 	$5,017.51 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	390032	ALLE KISKI MEDICAL CENTER	1301 CARLISLE ST	NATRONA	PA	15065	PA - Pittsburgh	15	$16,089.66 	$6,453.93 	$4,962.73 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	390035	ST LUKE'S QUAKERTOWN HOSPITAL	1021 PARK AVENUE	QUAKERTOWN	PA	18951	PA - Allentown	11	$38,525.90 	$6,853.00 	$6,038.45 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	390036	HERITAGE VALLEY BEAVER	1000 DUTCH RIDGE ROAD	BEAVER	PA	15009	PA - Pittsburgh	28	$17,604.42 	$7,044.71 	$5,687.39 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	390039	SOMERSET HOSPITAL	225 SOUTH CENTER AVENUE	SOMERSET	PA	15501	PA - Johnstown	12	$19,371.66 	$6,423.83 	$5,488.50 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	390041	UNIONTOWN HOSPITAL	500 WEST BERKELEY STREET	UNIONTOWN	PA	15401	PA - Pittsburgh	14	$8,717.85 	$6,718.71 	$6,076.42 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	390042	WASHINGTON HOSPITAL, THE	155 WILSON AVENUE	WASHINGTON	PA	15301	PA - Pittsburgh	23	$16,410.17 	$6,639.43 	$6,006.56 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	390043	SOLDIERS AND SAILORS MEMORIAL HOSPITAL	32-36 CENTRAL AVENUE	WELLSBORO	PA	16901	PA - Sayre	11	$14,135.00 	$7,744.54 	$6,718.36 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	390044	READING HOSPITAL MEDICAL CENTER	SIXTH AVENUE AND SPRUCE ST	READING	PA	19603	PA - Reading	116	$24,291.09 	$7,951.88 	$7,086.21 
